"Series";"Time";"Value"
"Potència activa";"2020-09-30T14:00:00+02:00";696000
"Potència activa";"2020-10-01T02:00:00+02:00";1944000
"Potència activa";"2020-10-01T14:00:00+02:00";742000
"Potència activa";"2020-10-02T02:00:00+02:00";1785000
"Potència activa";"2020-10-02T14:00:00+02:00";683000
"Potència activa";"2020-10-03T02:00:00+02:00";953000
"Potència activa";"2020-10-03T14:00:00+02:00";690000
"Potència activa";"2020-10-04T02:00:00+02:00";818000
"Potència activa";"2020-10-04T14:00:00+02:00";664000
"Potència activa";"2020-10-05T02:00:00+02:00";1615000
"Potència activa";"2020-10-05T14:00:00+02:00";741000
"Potència activa";"2020-10-06T02:00:00+02:00";1665000
"Potència activa";"2020-10-06T14:00:00+02:00";722000
"Potència activa";"2020-10-07T02:00:00+02:00";1684000
"Potència activa";"2020-10-07T14:00:00+02:00";811000
"Potència activa";"2020-10-08T02:00:00+02:00";1611000
"Potència activa";"2020-10-08T14:00:00+02:00";754000
"Potència activa";"2020-10-09T02:00:00+02:00";1669000
"Potència activa";"2020-10-09T14:00:00+02:00";768000
"Potència activa";"2020-10-10T02:00:00+02:00";1085000
"Potència activa";"2020-10-10T14:00:00+02:00";734000
"Potència activa";"2020-10-11T02:00:00+02:00";979000
"Potència activa";"2020-10-11T14:00:00+02:00";711000
"Potència activa";"2020-10-12T02:00:00+02:00";1090000
"Potència activa";"2020-10-12T14:00:00+02:00";684000
"Potència activa";"2020-10-13T02:00:00+02:00";1809000
"Potència activa";"2020-10-13T14:00:00+02:00";710000
"Potència activa";"2020-10-14T02:00:00+02:00";1633000
"Potència activa";"2020-10-14T14:00:00+02:00";708000
"Potència activa";"2020-10-15T02:00:00+02:00";1649000
"Potència activa";"2020-10-15T14:00:00+02:00";733000
"Potència activa";"2020-10-16T02:00:00+02:00";1602000
"Potència activa";"2020-10-16T14:00:00+02:00";677000
"Potència activa";"2020-10-17T02:00:00+02:00";987000
"Potència activa";"2020-10-17T14:00:00+02:00";661000
"Potència activa";"2020-10-18T02:00:00+02:00";824000
"Potència activa";"2020-10-18T14:00:00+02:00";708000
"Potència activa";"2020-10-19T02:00:00+02:00";1629000
"Potència activa";"2020-10-19T14:00:00+02:00";706000
"Potència activa";"2020-10-20T02:00:00+02:00";1521000
"Potència activa";"2020-10-20T14:00:00+02:00";689000
"Potència activa";"2020-10-21T02:00:00+02:00";1657000
"Potència activa";"2020-10-21T14:00:00+02:00";716000
"Potència activa";"2020-10-22T02:00:00+02:00";1589000
"Potència activa";"2020-10-22T14:00:00+02:00";750000
"Potència activa";"2020-10-23T02:00:00+02:00";1618000
"Potència activa";"2020-10-23T14:00:00+02:00";731000
"Potència activa";"2020-10-24T02:00:00+02:00";959000
"Potència activa";"2020-10-24T14:00:00+02:00";709000
"Potència activa";"2020-10-25T02:00:00+02:00";902000
"Potència activa";"2020-10-25T13:00:00+01:00";721000
"Potència activa";"2020-10-26T01:00:00+01:00";1588000
"Potència activa";"2020-10-26T13:00:00+01:00";743000
"Potència activa";"2020-10-27T01:00:00+01:00";1614000
"Potència activa";"2020-10-27T13:00:00+01:00";767000
"Potència activa";"2020-10-28T01:00:00+01:00";1595000
"Potència activa";"2020-10-28T13:00:00+01:00";758000
"Potència activa";"2020-10-29T01:00:00+01:00";1644000
"Potència activa";"2020-10-29T13:00:00+01:00";738000
"Potència activa";"2020-10-30T01:00:00+01:00";1619000
"Potència activa";"2020-10-30T13:00:00+01:00";771000
"Potència activa";"2020-10-31T01:00:00+01:00";962000
"Potència activa";"2020-10-31T13:00:00+01:00";745000
"Potència activa";"2020-11-01T01:00:00+01:00";900000
"Potència activa";"2020-11-01T13:00:00+01:00";726000
"Potència activa";"2020-11-02T01:00:00+01:00";1613000
"Potència activa";"2020-11-02T13:00:00+01:00";774000
"Potència activa";"2020-11-03T01:00:00+01:00";1600000
"Potència activa";"2020-11-03T13:00:00+01:00";762000
"Potència activa";"2020-11-04T01:00:00+01:00";1686000
"Potència activa";"2020-11-04T13:00:00+01:00";771000
"Potència activa";"2020-11-05T01:00:00+01:00";1799000
"Potència activa";"2020-11-05T13:00:00+01:00";788000
"Potència activa";"2020-11-06T01:00:00+01:00";1571000
"Potència activa";"2020-11-06T13:00:00+01:00";780000
"Potència activa";"2020-11-07T01:00:00+01:00";946000
"Potència activa";"2020-11-07T13:00:00+01:00";795000
"Potència activa";"2020-11-08T01:00:00+01:00";946000
"Potència activa";"2020-11-08T13:00:00+01:00";741000
"Potència activa";"2020-11-09T01:00:00+01:00";1680000
"Potència activa";"2020-11-09T13:00:00+01:00";783000
"Potència activa";"2020-11-10T01:00:00+01:00";1584000
"Potència activa";"2020-11-10T13:00:00+01:00";723000
"Potència activa";"2020-11-11T01:00:00+01:00";1558000
"Potència activa";"2020-11-11T13:00:00+01:00";759000
"Potència activa";"2020-11-12T01:00:00+01:00";1628000
"Potència activa";"2020-11-12T13:00:00+01:00";785000
"Potència activa";"2020-11-13T01:00:00+01:00";1680000
"Potència activa";"2020-11-13T13:00:00+01:00";745000
"Potència activa";"2020-11-14T01:00:00+01:00";928000
"Potència activa";"2020-11-14T13:00:00+01:00";713000
"Potència activa";"2020-11-15T01:00:00+01:00";907000
"Potència activa";"2020-11-15T13:00:00+01:00";684000
"Potència activa";"2020-11-16T01:00:00+01:00";1563000
"Potència activa";"2020-11-16T13:00:00+01:00";769000
"Potència activa";"2020-11-17T01:00:00+01:00";1638000
"Potència activa";"2020-11-17T13:00:00+01:00";783000
"Potència activa";"2020-11-18T01:00:00+01:00";1665000
"Potència activa";"2020-11-18T13:00:00+01:00";790000
"Potència activa";"2020-11-19T01:00:00+01:00";1646000
"Potència activa";"2020-11-19T13:00:00+01:00";757000
"Potència activa";"2020-11-20T01:00:00+01:00";1661000
"Potència activa";"2020-11-20T13:00:00+01:00";697000
"Potència activa";"2020-11-21T01:00:00+01:00";803000
"Potència activa";"2020-11-21T13:00:00+01:00";730000
"Potència activa";"2020-11-22T01:00:00+01:00";773000
"Potència activa";"2020-11-22T13:00:00+01:00";718000
"Potència activa";"2020-11-23T01:00:00+01:00";1615000
"Potència activa";"2020-11-23T13:00:00+01:00";728000
"Potència activa";"2020-11-24T01:00:00+01:00";1738000
"Potència activa";"2020-11-24T13:00:00+01:00";799000
"Potència activa";"2020-11-25T01:00:00+01:00";1725000
"Potència activa";"2020-11-25T13:00:00+01:00";739000
"Potència activa";"2020-11-26T01:00:00+01:00";1682000
"Potència activa";"2020-11-26T13:00:00+01:00";726000
"Potència activa";"2020-11-27T01:00:00+01:00";962000
"Potència activa";"2020-11-27T13:00:00+01:00";707000
"Potència activa";"2020-11-28T01:00:00+01:00";771000
"Potència activa";"2020-11-28T13:00:00+01:00";738000
"Potència activa";"2020-11-29T01:00:00+01:00";795000
"Potència activa";"2020-11-29T13:00:00+01:00";674000
"Potència activa";"2020-11-30T01:00:00+01:00";1800000
"Potència activa";"2020-11-30T13:00:00+01:00";728000
"Potència activa";"2020-12-01T01:00:00+01:00";2020000
"Potència activa";"2020-12-01T13:00:00+01:00";774000
"Potència activa";"2020-12-02T01:00:00+01:00";2602000
"Potència activa";"2020-12-02T13:00:00+01:00";779000
"Potència activa";"2020-12-03T01:00:00+01:00";2302000
"Potència activa";"2020-12-03T13:00:00+01:00";754000
"Potència activa";"2020-12-04T01:00:00+01:00";2301000
"Potència activa";"2020-12-04T13:00:00+01:00";744000
"Potència activa";"2020-12-05T01:00:00+01:00";870000
"Potència activa";"2020-12-05T13:00:00+01:00";751000
"Potència activa";"2020-12-06T01:00:00+01:00";815000
"Potència activa";"2020-12-06T13:00:00+01:00";754000
"Potència activa";"2020-12-07T01:00:00+01:00";1290000
"Potència activa";"2020-12-07T13:00:00+01:00";722000
"Potència activa";"2020-12-08T01:00:00+01:00";1220000
"Potència activa";"2020-12-08T13:00:00+01:00";773000
"Potència activa";"2020-12-09T01:00:00+01:00";2581000
"Potència activa";"2020-12-09T13:00:00+01:00";860000
"Potència activa";"2020-12-10T01:00:00+01:00";2450000
"Potència activa";"2020-12-10T13:00:00+01:00";773000
"Potència activa";"2020-12-11T01:00:00+01:00";2385000
"Potència activa";"2020-12-11T13:00:00+01:00";839000
"Potència activa";"2020-12-12T01:00:00+01:00";911000
"Potència activa";"2020-12-12T13:00:00+01:00";776000
"Potència activa";"2020-12-13T01:00:00+01:00";828000
"Potència activa";"2020-12-13T13:00:00+01:00";770000
"Potència activa";"2020-12-14T01:00:00+01:00";2215000
"Potència activa";"2020-12-14T13:00:00+01:00";749000
"Potència activa";"2020-12-15T01:00:00+01:00";2207000
"Potència activa";"2020-12-15T13:00:00+01:00";873000
"Potència activa";"2020-12-16T01:00:00+01:00";2246000
"Potència activa";"2020-12-16T13:00:00+01:00";767000
"Potència activa";"2020-12-17T01:00:00+01:00";2010000
"Potència activa";"2020-12-17T13:00:00+01:00";732000
"Potència activa";"2020-12-18T01:00:00+01:00";1959000
"Potència activa";"2020-12-18T13:00:00+01:00";746000
"Potència activa";"2020-12-19T01:00:00+01:00";786000
"Potència activa";"2020-12-19T13:00:00+01:00";789000
"Potència activa";"2020-12-20T01:00:00+01:00";932000
"Potència activa";"2020-12-20T13:00:00+01:00";834000
"Potència activa";"2020-12-21T01:00:00+01:00";2168000
"Potència activa";"2020-12-21T13:00:00+01:00";778000
"Potència activa";"2020-12-22T01:00:00+01:00";1998000
"Potència activa";"2020-12-22T13:00:00+01:00";760000
"Potència activa";"2020-12-23T01:00:00+01:00";1189000
"Potència activa";"2020-12-23T13:00:00+01:00";743000
"Potència activa";"2020-12-24T01:00:00+01:00";1127000
"Potència activa";"2020-12-24T13:00:00+01:00";647000
"Potència activa";"2020-12-25T01:00:00+01:00";945000
"Potència activa";"2020-12-25T13:00:00+01:00";719000
"Potència activa";"2020-12-26T01:00:00+01:00";712000
"Potència activa";"2020-12-26T13:00:00+01:00";705000
"Potència activa";"2020-12-27T01:00:00+01:00";661000
"Potència activa";"2020-12-27T13:00:00+01:00";629000
"Potència activa";"2020-12-28T01:00:00+01:00";1293000
"Potència activa";"2020-12-28T13:00:00+01:00";736000
"Potència activa";"2020-12-29T01:00:00+01:00";1158000
"Potència activa";"2020-12-29T13:00:00+01:00";722000
"Potència activa";"2020-12-30T01:00:00+01:00";1186000
"Potència activa";"2020-12-30T13:00:00+01:00";729000
"Potència activa";"2020-12-31T01:00:00+01:00";1173000
"Potència activa";"2020-12-31T13:00:00+01:00";735000
"Potència activa";"2021-01-01T01:00:00+01:00";1186000
"Potència activa";"2021-01-01T13:00:00+01:00";703000
"Potència activa";"2021-01-02T01:00:00+01:00";831000
"Potència activa";"2021-01-02T13:00:00+01:00";763000
"Potència activa";"2021-01-03T01:00:00+01:00";752000
"Potència activa";"2021-01-03T13:00:00+01:00";718000
"Potència activa";"2021-01-04T01:00:00+01:00";1363000
"Potència activa";"2021-01-04T13:00:00+01:00";881000
"Potència activa";"2021-01-05T01:00:00+01:00";1313000
"Potència activa";"2021-01-05T13:00:00+01:00";808000
"Potència activa";"2021-01-06T01:00:00+01:00";1091000
"Potència activa";"2021-01-06T13:00:00+01:00";792000
"Potència activa";"2021-01-07T01:00:00+01:00";2751000
"Potència activa";"2021-01-07T13:00:00+01:00";852000
"Potència activa";"2021-01-08T01:00:00+01:00";2804000
"Potència activa";"2021-01-08T13:00:00+01:00";784000
"Potència activa";"2021-01-09T01:00:00+01:00";919000
"Potència activa";"2021-01-09T13:00:00+01:00";775000
"Potència activa";"2021-01-10T01:00:00+01:00";934000
"Potència activa";"2021-01-10T13:00:00+01:00";791000
"Potència activa";"2021-01-11T01:00:00+01:00";2890000
"Potència activa";"2021-01-11T13:00:00+01:00";905000
"Potència activa";"2021-01-12T01:00:00+01:00";2843000
"Potència activa";"2021-01-12T13:00:00+01:00";808000
"Potència activa";"2021-01-13T01:00:00+01:00";2880000
"Potència activa";"2021-01-13T13:00:00+01:00";835000
"Potència activa";"2021-01-14T01:00:00+01:00";2563000
"Potència activa";"2021-01-14T13:00:00+01:00";853000
"Potència activa";"2021-01-15T01:00:00+01:00";2686000
"Potència activa";"2021-01-15T13:00:00+01:00";729000
"Potència activa";"2021-01-16T01:00:00+01:00";843000
"Potència activa";"2021-01-16T13:00:00+01:00";808000
"Potència activa";"2021-01-17T01:00:00+01:00";813000
"Potència activa";"2021-01-17T13:00:00+01:00";755000
"Potència activa";"2021-01-18T01:00:00+01:00";2570000
"Potència activa";"2021-01-18T13:00:00+01:00";771000
"Potència activa";"2021-01-19T01:00:00+01:00";2558000
"Potència activa";"2021-01-19T13:00:00+01:00";805000
"Potència activa";"2021-01-20T01:00:00+01:00";1279000
"Potència activa";"2021-01-20T13:00:00+01:00";766000
"Potència activa";"2021-01-21T01:00:00+01:00";2359000
"Potència activa";"2021-01-21T13:00:00+01:00";704000
"Potència activa";"2021-01-22T01:00:00+01:00";1981000
"Potència activa";"2021-01-22T13:00:00+01:00";776000
"Potència activa";"2021-01-23T01:00:00+01:00";857000
"Potència activa";"2021-01-23T13:00:00+01:00";751000
"Potència activa";"2021-01-24T01:00:00+01:00";864000
"Potència activa";"2021-01-24T13:00:00+01:00";753000
"Potència activa";"2021-01-25T01:00:00+01:00";2212000
"Potència activa";"2021-01-25T13:00:00+01:00";805000
"Potència activa";"2021-01-26T01:00:00+01:00";2295000
"Potència activa";"2021-01-26T13:00:00+01:00";773000
"Potència activa";"2021-01-27T01:00:00+01:00";2238000
"Potència activa";"2021-01-27T13:00:00+01:00";790000
"Potència activa";"2021-01-28T01:00:00+01:00";1927000
"Potència activa";"2021-01-28T13:00:00+01:00";739000
"Potència activa";"2021-01-29T01:00:00+01:00";1833000
"Potència activa";"2021-01-29T13:00:00+01:00";712000
"Potència activa";"2021-01-30T01:00:00+01:00";826000
"Potència activa";"2021-01-30T13:00:00+01:00";735000
"Potència activa";"2021-01-31T01:00:00+01:00";805000
"Potència activa";"2021-01-31T13:00:00+01:00";699000
"Potència activa";"2021-02-01T01:00:00+01:00";2046000
"Potència activa";"2021-02-01T13:00:00+01:00";678000
"Potència activa";"2021-02-02T01:00:00+01:00";1802000
"Potència activa";"2021-02-02T13:00:00+01:00";829000
"Potència activa";"2021-02-03T01:00:00+01:00";2002000
"Potència activa";"2021-02-03T13:00:00+01:00";772000
"Potència activa";"2021-02-04T01:00:00+01:00";2014000
"Potència activa";"2021-02-04T13:00:00+01:00";690000
"Potència activa";"2021-02-05T01:00:00+01:00";1802000
"Potència activa";"2021-02-05T13:00:00+01:00";712000
"Potència activa";"2021-02-06T01:00:00+01:00";821000
"Potència activa";"2021-02-06T13:00:00+01:00";696000
"Potència activa";"2021-02-07T01:00:00+01:00";742000
"Potència activa";"2021-02-07T13:00:00+01:00";770000
"Potència activa";"2021-02-08T01:00:00+01:00";2016000
"Potència activa";"2021-02-08T13:00:00+01:00";726000
"Potència activa";"2021-02-09T01:00:00+01:00";1975000
"Potència activa";"2021-02-09T13:00:00+01:00";692000
"Potència activa";"2021-02-10T01:00:00+01:00";2042000
"Potència activa";"2021-02-10T13:00:00+01:00";842000
"Potència activa";"2021-02-11T01:00:00+01:00";2062000
"Potència activa";"2021-02-11T13:00:00+01:00";758000
"Potència activa";"2021-02-12T01:00:00+01:00";2082000
"Potència activa";"2021-02-12T13:00:00+01:00";771000
"Potència activa";"2021-02-13T01:00:00+01:00";895000
"Potència activa";"2021-02-13T13:00:00+01:00";729000
"Potència activa";"2021-02-14T01:00:00+01:00";792000
"Potència activa";"2021-02-14T13:00:00+01:00";722000
"Potència activa";"2021-02-15T01:00:00+01:00";2480000
"Potència activa";"2021-02-15T13:00:00+01:00";772000
"Potència activa";"2021-02-16T01:00:00+01:00";2382000
"Potència activa";"2021-02-16T13:00:00+01:00";772000
"Potència activa";"2021-02-17T01:00:00+01:00";2211000
"Potència activa";"2021-02-17T13:00:00+01:00";765000
"Potència activa";"2021-02-18T01:00:00+01:00";2243000
"Potència activa";"2021-02-18T13:00:00+01:00";791000
"Potència activa";"2021-02-19T01:00:00+01:00";2113000
"Potència activa";"2021-02-19T13:00:00+01:00";730000
"Potència activa";"2021-02-20T01:00:00+01:00";842000
"Potència activa";"2021-02-20T13:00:00+01:00";786000
"Potència activa";"2021-02-21T01:00:00+01:00";819000
"Potència activa";"2021-02-21T13:00:00+01:00";782000
"Potència activa";"2021-02-22T01:00:00+01:00";2222000
"Potència activa";"2021-02-22T13:00:00+01:00";777000
"Potència activa";"2021-02-23T01:00:00+01:00";2279000
"Potència activa";"2021-02-23T13:00:00+01:00";714000
"Potència activa";"2021-02-24T01:00:00+01:00";2144000
"Potència activa";"2021-02-24T13:00:00+01:00";757000
"Potència activa";"2021-02-25T01:00:00+01:00";1969000
"Potència activa";"2021-02-25T13:00:00+01:00";861000
"Potència activa";"2021-02-26T01:00:00+01:00";1989000
"Potència activa";"2021-02-26T13:00:00+01:00";708000
"Potència activa";"2021-02-27T01:00:00+01:00";798000
"Potència activa";"2021-02-27T13:00:00+01:00";773000
"Potència activa";"2021-02-28T01:00:00+01:00";766000
"Potència activa";"2021-02-28T13:00:00+01:00";760000
"Potència activa";"2021-03-01T01:00:00+01:00";1213000
"Potència activa";"2021-03-01T13:00:00+01:00";740000
"Potència activa";"2021-03-02T01:00:00+01:00";2260000
"Potència activa";"2021-03-02T13:00:00+01:00";726000
"Potència activa";"2021-03-03T01:00:00+01:00";2157000
"Potència activa";"2021-03-03T13:00:00+01:00";739000
"Potència activa";"2021-03-04T01:00:00+01:00";2178000
"Potència activa";"2021-03-04T13:00:00+01:00";801000
"Potència activa";"2021-03-05T01:00:00+01:00";1916000
"Potència activa";"2021-03-05T13:00:00+01:00";763000
"Potència activa";"2021-03-06T01:00:00+01:00";875000
"Potència activa";"2021-03-06T13:00:00+01:00";754000
"Potència activa";"2021-03-07T01:00:00+01:00";787000
"Potència activa";"2021-03-07T13:00:00+01:00";719000
"Potència activa";"2021-03-08T01:00:00+01:00";2476000
"Potència activa";"2021-03-08T13:00:00+01:00";760000
"Potència activa";"2021-03-09T01:00:00+01:00";2173000
"Potència activa";"2021-03-09T13:00:00+01:00";770000
"Potència activa";"2021-03-10T01:00:00+01:00";2199000
"Potència activa";"2021-03-10T13:00:00+01:00";817000
"Potència activa";"2021-03-11T01:00:00+01:00";2110000
"Potència activa";"2021-03-11T13:00:00+01:00";767000
"Potència activa";"2021-03-12T01:00:00+01:00";1914000
"Potència activa";"2021-03-12T13:00:00+01:00";746000
"Potència activa";"2021-03-13T01:00:00+01:00";889000
"Potència activa";"2021-03-13T13:00:00+01:00";788000
"Potència activa";"2021-03-14T01:00:00+01:00";815000
"Potència activa";"2021-03-14T13:00:00+01:00";750000
"Potència activa";"2021-03-15T01:00:00+01:00";2124000
"Potència activa";"2021-03-15T13:00:00+01:00";800000
"Potència activa";"2021-03-16T01:00:00+01:00";2225000
"Potència activa";"2021-03-16T13:00:00+01:00";824000
"Potència activa";"2021-03-17T01:00:00+01:00";2184000
"Potència activa";"2021-03-17T13:00:00+01:00";755000
"Potència activa";"2021-03-18T01:00:00+01:00";2302000
"Potència activa";"2021-03-18T13:00:00+01:00";747000
"Potència activa";"2021-03-19T01:00:00+01:00";2497000
"Potència activa";"2021-03-19T13:00:00+01:00";801000
"Potència activa";"2021-03-20T01:00:00+01:00";1007000
"Potència activa";"2021-03-20T13:00:00+01:00";764000
"Potència activa";"2021-03-21T01:00:00+01:00";935000
"Potència activa";"2021-03-21T13:00:00+01:00";751000
"Potència activa";"2021-03-22T01:00:00+01:00";2438000
"Potència activa";"2021-03-22T13:00:00+01:00";843000
"Potència activa";"2021-03-23T01:00:00+01:00";2499000
"Potència activa";"2021-03-23T13:00:00+01:00";828000
"Potència activa";"2021-03-24T01:00:00+01:00";2148000
"Potència activa";"2021-03-24T13:00:00+01:00";783000
"Potència activa";"2021-03-25T01:00:00+01:00";2140000
"Potència activa";"2021-03-25T13:00:00+01:00";763000
"Potència activa";"2021-03-26T01:00:00+01:00";1940000
"Potència activa";"2021-03-26T13:00:00+01:00";790000
"Potència activa";"2021-03-27T01:00:00+01:00";1078000
"Potència activa";"2021-03-27T13:00:00+01:00";735000
"Potència activa";"2021-03-28T01:00:00+01:00";858000
"Potència activa";"2021-03-28T14:00:00+02:00";705000
"Potència activa";"2021-03-29T02:00:00+02:00";1944000
"Potència activa";"2021-03-29T14:00:00+02:00";710000
"Potència activa";"2021-03-30T02:00:00+02:00";1831000
"Potència activa";"2021-03-30T14:00:00+02:00";766000
"Potència activa";"2021-03-31T02:00:00+02:00";1786000
"Potència activa";"2021-03-31T14:00:00+02:00";664000
"Potència activa";"2021-04-01T02:00:00+02:00";922000
"Potència activa";"2021-04-01T14:00:00+02:00";629000